dataset,feature_a,feature_b,abs_pearson_corr,is_high_redundancy
heat,qprime,Tin,0.07403627256005978,False
heat,Tin,R,0.04811065339676589,False
heat,qprime,Cp,0.03757316974254654,False
heat,Cp,k,0.03522641387014045,False
heat,L,Cp,0.03299181120196454,False
heat,mdot,L,0.03228533279090867,False
heat,Tin,Cp,0.03157395644470455,False
heat,mdot,Cp,0.030328647330045977,False
heat,qprime,L,0.026479552935613555,False
heat,R,Cp,0.026341474102972596,False
heat,R,L,0.021655379942953638,False
heat,mdot,k,0.01815261712942139,False
heat,Tin,k,0.01545212002594829,False
heat,R,k,0.015305445973692614,False
heat,L,k,0.013575585478488725,False
heat,Tin,L,0.013060762300191967,False
heat,qprime,k,0.006714984329342238,False
heat,qprime,R,0.005393945876172299,False
heat,mdot,Tin,0.002376167131126067,False
heat,qprime,mdot,0.0022290151048650173,False
heat,mdot,R,0.0008113208876912656,False
